name,line,lat,lon,type
ToshGRES mavzesi,,41.3589654,69.3373728,bus
,,41.3988994,69.2045728,bus
,,41.4022528,69.2030925,bus
,,41.3975011,69.2046835,bus
,,41.402162,69.203615,bus
,,41.3795073,69.2195377,bus
,,41.3834056,69.2158135,bus
,,41.3800214,69.2202753,bus
,,41.3253638,69.2121944,bus
5-sonli bolalar kasalxonasi,,41.3629152,69.2982667,bus
5-sonli bolalar kasalxonasi,,41.3636144,69.2988913,bus
5-sonli bolalar kasalxonasi,,41.3634528,69.2976561,bus
544-sonli bolalar bogʻchasi,,41.3665883,69.3019506,bus
Jumamasjid ko'chasi,,41.3726845,69.27615,bus
Yunusobod dahasi 9-mavze,,41.3741446,69.2782711,bus
Chilonzor 3-mavzesi,,41.2877174,69.2300602,bus
Chilonzor 1-mavzesi,,41.2852051,69.2337848,bus
Ko'z kasalliklari shifoxonasi,,41.2808133,69.2407651,bus
Suvsoz dahasi 1-mavze,,41.2508407,69.3692809,bus
Suvsoz stadioni,,41.2572019,69.3776681,bus
Suvsoz dahasi 1-mavze,,41.2510634,69.3704102,bus
Котельная,,41.2863073,69.3384477,bus
,,41.2881694,69.33153,bus
,,41.2904341,69.32842,bus
Зангори 1 проезд,,41.290636,69.3284013,bus
Qo‘ylik dehqon bozori,,41.2368776,69.3273933,bus
AYoQSh,,41.2426667,69.3369858,bus
Лицей,,41.2543619,69.327567,bus
Mo'ynoq ko'chasi,,41.2587585,69.3188094,bus
Mo'ynoq ko'chasi,,41.2596004,69.318529,bus
Fayziobod kochasi,,41.2620335,69.3169697,bus
Fayziobod kochasi,,41.2621519,69.3170924,bus
Jarqo'rg'on ko'chasi,,41.2659001,69.3148658,bus
Farg'ona bozori,,41.2727805,69.3107963,bus
Elektroapparat,,41.2801022,69.3071162,bus
O'zbekiston qog'ozi,,41.2856588,69.3040785,bus
Teplovoz deposi,,41.2923471,69.2988112,bus
Toshkent metro bekati,,41.2938774,69.2883953,bus
Автошкола,,41.2662544,69.1894811,bus
Гузаль,,41.2873184,69.3601252,bus
Улица Миришкор,,41.3272893,69.3496191,bus
Улица Миришкор,,41.3269645,69.3492663,bus
Улица Салом,,41.323705,69.3471263,bus
ПродМаг,,41.3238524,69.3476023,bus
Xalqlar Doʻstligi metro bekati,,41.3113753,69.2402376,bus
,,41.3080037,69.302823,bus
Паркентский рынок,,41.3149145,69.3255107,bus
,,41.3153462,69.3097683,bus
Институт Усовершенствования Врачей,,41.31662,69.3172037,bus
Elbek ko'chasi,,41.2993545,69.296602,bus
,,41.3155507,69.3211781,bus
,,41.2830191,69.2022531,bus
"Оптовый ""Катартал""",,41.2924541,69.2122373,bus
22 поликлиника,,41.3011339,69.2095517,bus
,,41.3052149,69.3306347,bus
ToshMI,,41.348568,69.1750027,bus
Tibbiyot akademiyasi klinikasi,,41.3491412,69.1774349,bus
,,41.3046487,69.3408687,bus
,,41.2970344,69.351723,bus
Махалля Садиий,,41.263656,69.2345296,bus
,,41.3052891,69.2079266,bus
Аквапарк,,41.3382098,69.2852496,bus
Универсам,,41.3350764,69.3690549,bus
Дустлик 2,,41.191908,69.2076511,bus
,,41.2031468,69.2238626,bus
,,41.1994061,69.2271872,bus
Дустлик,,41.1950328,69.2155643,bus
Магазин Феруза,,41.2035038,69.2248582,bus
Туризм,,41.1928136,69.2093,bus
,,41.1931837,69.2198794,bus
,,41.2055492,69.2298615,bus
12 автопарк,,41.1923304,69.2179028,bus
ОВИР,,41.3718018,69.3465377,bus
ОВИР,,41.3715539,69.3466647,bus
Doʻstlik bogʻi,,41.2885705,69.2519066,bus
237-sonli maktab,,41.2605632,69.2546295,bus
237-sonli maktab,,41.2610739,69.2538758,bus
Универсам,,41.3354036,69.3696933,bus
Карасу 2,,41.3314327,69.3652972,bus
Карасу 2,,41.3317496,69.3660749,bus
Аквапарк,,41.3379988,69.2854044,bus
Мухлиса,,41.2652254,69.1596219,bus
Chilonzor dahasi 31-mavze,,41.2632103,69.1552447,bus
OʻzSamsung,,41.2611783,69.1688279,bus
,,41.2624959,69.1635474,bus
Chilonzor dahasi 31-mavze,,41.2637287,69.1544935,bus
Chilonzor dahasi 31-mavze,,41.2628079,69.15391,bus
Академия милиции,,41.3292291,69.3617412,bus
Улица,,41.3270212,69.3593144,bus
Улица Шарк Тонги,,41.3006344,69.2273645,bus
Yotoqxona,,41.3577875,69.3818804,bus
Bolalar sanatoriysi,,41.3509577,69.3814829,bus
,,41.3506986,69.3796707,bus
Qurilish tresti,,41.2459301,69.3587082,bus
2 брата,,41.2075982,69.2262577,bus
Сергели 1,,41.2034532,69.2158243,bus
2 брата,,41.2076715,69.2257852,bus
Сергели 1,,41.2031152,69.2153274,bus
,,41.2579145,69.1597714,bus
Jarrohlik markazi,,41.2696384,69.2108539,bus
,,41.2640748,69.207383,bus
Домбрабад Памятник,,41.2630441,69.2067587,bus
остановка,,41.2909619,69.2104507,bus
Остановка,,41.3530816,69.1980872,bus
Sayohat ko'chasi,,41.3275814,69.3386361,bus
Jumamasjid ko'chasi,,41.3716589,69.275406,bus
Политехнический колледж,,41.2096507,69.2302762,bus
,,41.3532903,69.2974819,bus
Ko'rgazma zali,,41.308763,69.2671232,bus
Koʻrgazma zali,,41.3100965,69.2656859,bus
Koʻrgazma zali,,41.3100472,69.2679073,bus
Fahriylar choyxonasi,,41.3658445,69.2934305,bus
Xalq sudi,,41.2820603,69.2551998,bus
улица Саида Барака,,41.2964553,69.2815675,bus
Музыкальный лицей им. Успенского,,41.306994,69.2915432,bus
Институт Усовершенствования Врачей,,41.3173594,69.3156813,bus
Shifokorlar malakasini oshirish instituti,,41.3165382,69.316085,bus
,,41.3099668,69.3226153,bus
Клиника Каллисто,,41.3125051,69.3151881,bus
,,41.2008738,69.2180623,bus
Заправка,,41.1651681,69.0572373,bus
Заправка,,41.1654429,69.0582394,bus
Слонима 2,,41.2840025,69.3360275,bus
Стоянка КАРАКАЛПАК,,41.2275138,69.1524296,bus
Ташкентская медицинская академия № 1,,41.307051,69.2994292,bus
TashMU-1,,41.3067124,69.300459,bus
39 Yotoqxona,,41.3729665,69.320064,bus
,,41.3689087,69.3087169,bus
544-sonli bolalar bogʻchasi,,41.3655966,69.3004514,bus
Yunusobod dehqon bozori,,41.3629395,69.2886341,bus
Yunusobod dehqon bozori,,41.3631865,69.2880068,bus
Universam,,41.3640972,69.2865975,bus
Yunusobod dahasi 8-mavze,,41.3695238,69.2800087,bus
Mebel do'koni,,41.3660108,69.2859631,bus
Mebel do'koni,,41.3676422,69.2841038,bus
Mebel do'koni,,41.3674739,69.28414,bus
Yunusobod dahasi 8-mavze,,41.3690858,69.2806389,bus
12-sonli poliklinika,,41.3706397,69.3110914,bus
12-sonli poliklinika,,41.3700916,69.3123978,bus
,,41.3605806,69.2777739,bus
2 JBI zavod,,41.2452496,69.3430747,bus
Pochta,,41.252773,69.3231612,bus
Islom Ota masjidi,,41.2767048,69.3086178,bus
Qo'yliq markaz 3,,41.2421259,69.3283335,bus
Ул. Баку,,41.2876286,69.3031511,bus
,,41.3633103,69.2751117,bus
,,41.3643225,69.2742526,bus
,,41.2400151,69.1385223,bus
,,41.2390725,69.1360393,bus
,,41.3351115,69.292506,bus
,,41.3109684,69.3272518,bus
ДТМ центр,,41.3395519,69.2898953,bus
Buyuk Ipak Yo'li metro bekati,,41.326913,69.3268758,bus
,,41.2544051,69.1971147,bus
Savdo markazi,,41.3616706,69.2813887,bus
O'zbekiston qog'ozi,,41.2859195,69.3037187,bus
Яшнабадский военкомат,,41.2897825,69.3586792,bus
Jarqo'rg'on ko'chasi,,41.2670402,69.3166335,bus
Turkiston metro bekati,,41.3760035,69.2959352,bus
Gulqog'ozlar do'koni,,41.3546055,69.3680135,bus
Do'kon,,41.278428,69.3411111,bus
Шолохова,,41.2902877,69.3561747,bus
Yog'-moy kombinati,,41.2712987,69.3296552,bus
TKX zavodi,,41.2751431,69.3357531,bus
Do'kon,,41.2789873,69.3414147,bus
Asalobod mahallasi,,41.2819727,69.3402476,bus
Yog'-moy kombinati,,41.2728136,69.3321442,bus
TKX zavodi,,41.2751667,69.3359013,bus
Asalobod mahallasi,,41.282454,69.3400485,bus
Do'kon,,41.2780528,69.3417879,bus
Oqdaryo tor ko'chasi,,41.2680007,69.3195965,bus
Oqdaryo tor ko'chasi,,41.2683532,69.3209991,bus
3-sonli poliklinika,,41.2691616,69.3236431,bus
3-sonli poliklinika,,41.2694411,69.3249207,bus
Sayohat ko'chasi,,41.3275361,69.339637,bus
Chimyon do'koni,,41.3501602,69.3530634,bus
"""Vatan"" kinoteatri",,41.2771747,69.1723169,bus
квартал Бодомзор,,41.3402458,69.2948349,bus
,,41.3162906,69.209978,bus
,,41.3171531,69.210152,bus
Operetta teatri,,41.2844522,69.2085274,bus
квартал Бодомзор,,41.3391397,69.2931612,bus
Transport universiteti,,41.2731413,69.2782691,bus
Transport universiteti,,41.2733806,69.2779369,bus
,,41.2715118,69.2788063,bus
Qurilish tresti,,41.246457,69.3611321,bus
1М,,41.3206839,69.3546895,bus
"21,49,78м,99м,73м,19м,369м",,41.3204851,69.3608878,bus
Smsti,,41.2712676,69.2295267,bus
Ko'zi ojizlar kutubxonasi,,41.2877256,69.1718707,bus
Ko'zi ojizlar kutubxonasi,,41.2874119,69.171842,bus
Chilonzor dahasi 23-mavze,,41.2887214,69.1823749,bus
,,41.3308272,69.2686384,bus
,,41.3299764,69.2641722,bus
Темир йулчилар шифохонаси,,41.3013719,69.3053518,bus
Темир йулчилар шифохонаси,,41.3011721,69.3054214,bus
Олтин курган,,41.3167028,69.3554772,bus
Олтин курган,,41.3163318,69.3556876,bus
,,41.2573425,69.3797218,bus
Suvsoz dahasi 2-mavze,,41.2548579,69.3751688,bus
Suvsoz dahasi 2-mavze,,41.2551458,69.3754502,bus
Mebellar do'koni,,41.2453472,69.3100069,bus
Mustaqillik maydoni,,41.318578,69.2726004,bus
Qurilish ko'chasi,,41.268355,69.1474791,bus
Qurilish ko'chasi,,41.2679743,69.1481514,bus
"""25:19""",,41.3210704,69.3624266,bus
,,41.3710265,69.2650881,bus
PMI klinikasi,,41.3638959,69.3323936,bus
Maishiy xizmat uyi,,41.3436773,69.3448432,bus
17-лицей,,41.3318098,69.3119652,bus
Школа Интерат,,41.2595761,69.2052061,bus
Школа Интернат,,41.2587999,69.2049332,bus
Chilonzor SM,,41.2833885,69.2241691,bus
Oqtepa,,41.3603046,69.3161234,bus
,,41.3571924,69.3147896,bus
Кладбище,,41.3639315,69.3184849,bus
Махалля Актепа,,41.3653437,69.3208883,bus
Школа № 274,,41.3669599,69.3234063,bus
Oqtepa 7-tor ko'chasi,,41.368998,69.3254987,bus
"Медицинский колледж, Охунбабаев",,41.3423993,69.2659814,bus
Медицинский колледж,,41.3426419,69.2657108,bus
,,41.2783309,69.2183129,bus
Таможенный комитет,,41.2686181,69.2014172,bus
Улица Хамдам,,41.3009915,69.2028297,bus
Улица Увайси,,41.3010765,69.20684,bus
Biliol Nozim ko'chasi,,41.2391903,69.3467313,bus
Академгородок,,41.3387831,69.3384735,bus
Ипподром,,41.2469032,69.1769074,bus
Uzavtosanoat,,41.3060941,69.2787971,bus
Yulduz ICHB,,41.3223384,69.2823747,bus
Yuridik universiteti,,41.3141719,69.2802857,bus
Amir Temur skveri,,41.3095224,69.2795789,bus
Niezbek yuli,,41.3250114,69.2825948,bus
Amir Temur skveri,,41.3074311,69.2788266,bus
Milliy Bogʻ metro bekati,,41.3052405,69.2356906,bus
Торговый комплекс Бек Топи,,41.2528629,69.1612128,bus
Smsti,,41.2714047,69.2292281,bus
Neftegaz AYOQSH,,41.3565889,69.3090763,bus
Forozen,,41.3508841,69.318769,bus
,,41.3720522,69.2870699,bus
,,41.384048,69.2905912,bus
Узавтойул,,41.3198692,69.2998451,bus
Al-Xorazmiy dahasi,,41.2608476,69.1496835,bus
Ginekologiya instituti,,41.3551649,69.3578698,bus
Авангард,,41.1651599,69.3274293,bus
20 лет,,41.1587529,69.34355,bus
Авангард,,41.1633852,69.3319258,bus
Ленин,,41.1551896,69.3525284,bus
Янги махалля,,41.1693799,69.3282727,bus
"""Синтетика"" магазин",,41.2885068,69.2077547,bus
7 проезд Октепа,,41.3692164,69.3245762,bus
Школа № 274,,41.3668074,69.3229606,bus
7 проезд Октепа,,41.3691055,69.3246811,bus
Кладбище,,41.3638769,69.3185823,bus
Махалля Актепа,,41.3653498,69.32067,bus
Buyuk Ipak Yo'li metro bekati,,41.326232,69.3300617,bus
Mirzo Ulug'bek metro bekati,,41.2828714,69.2114199,bus
Пионерская (Пьяный угол),,41.2743972,69.2246347,bus
Qozirabod mahallasi,,41.279173,69.2183662,bus
Пионерская (Пьяный угол),,41.2751146,69.2234011,bus
Массив Аль-Хорезми-1,,41.2570102,69.1547233,bus
Qo'yliq dahasi 4-mavze,,41.245354,69.3016896,bus
Sobir Rahimov,,41.2563368,69.195736,bus
,,41.2107011,69.1905428,bus
,,41.2099653,69.1897715,bus
,,41.1880367,69.1941626,bus
,,41.1871965,69.1943703,bus
,,41.1921205,69.1901473,bus
,,41.1928805,69.1896513,bus
Shifokorlar malakasini oshirish instituti,,41.3174177,69.3171228,bus
Конечная Маршрутки 105,,41.2858329,69.3459884,bus
Троллейбусный круг.,,41.265717,69.1771953,bus
Джарарык,,41.3393031,69.1751843,bus
Tibbiyot akademiyasi klinikasi,,41.3487019,69.1784124,bus
,,41.3632376,69.1875116,bus
Paxtachi koʻchasi,,41.3487518,69.193807,bus
Nukus ko'chasi,,41.3008497,69.2898192,bus
Лицей,,41.2545985,69.3282016,bus
DSK 1,,41.2518743,69.3447764,bus
,,41.3678056,69.2697188,bus
Tinchlik ko‘chasi,,41.3371065,69.2109731,bus
,,41.3390117,69.3829369,bus
Madaniyat instituti,,41.3474071,69.3487842,bus
Жавохир докон,,41.3285108,69.3800896,bus
,,41.3300225,69.375004,bus
,,41.3105209,69.2530137,bus
1-shahar shifoxonasi,,41.321851,69.2215276,bus
Yakkasaroy TIIB,,41.2719375,69.2593396,bus
Mirobod tuman IIB,,41.2721528,69.2849692,bus
Чиланзар 18,,41.2743753,69.1942257,bus
Mirishkor ko'chasi,,41.3299151,69.3468944,bus
Mirishkor ko'chasi,,41.3293489,69.3464803,bus
205-sonli maktab,,41.3576236,69.3676272,bus
Gulqog'ozlar do'koni,,41.3543692,69.3697167,bus
205-sonli maktab,,41.3572639,69.3680881,bus
Охунбобоев махалла,,41.3859116,69.2262358,bus
Улица Газалкент,,41.329626,69.3540621,bus
Suvsoz dahasi 1-mavze,,41.2515755,69.3704551,bus
Детский сад,,41.3536851,69.2748797,bus
,,41.194235,69.2227659,bus
,,41.1967356,69.2288813,bus
,,41.1976243,69.2283726,bus
,,41.2002925,69.226503,bus
Бешкурган,,41.386995,69.2773786,bus
Zarbdar ko`chasi,,41.349529,69.1826375,bus
Tongi bog‘bonchilik xo‘jaligi,,41.3486651,69.1981223,bus
Muqimiy ko'chasi,,41.2774894,69.244621,bus
Bektemir tumani hokimligi,,41.2348258,69.3378064,bus
Бектемирское РОВД,,41.2363983,69.3517322,bus
Бектемирское РОВД,,41.2363734,69.3522401,bus
,,41.2324388,69.3462949,bus
,,41.2321803,69.3459986,bus
Aloqa bog'lanmasi,,41.2431664,69.351725,bus
Bektemir tumani hokimligi,,41.233964,69.3359177,bus
"""Vatan"" kinoteatri",,41.2768212,69.1731406,bus
Sport tovarlari do'koni,,41.2957248,69.2156782,bus
Sport tovarlari do'koni,,41.2959654,69.2169937,bus
Sport tovarlari do'koni,,41.2967107,69.2161582,bus
,,41.1665786,69.2450584,bus
,,41.1659516,69.2464897,bus
Shuhrat do'koni,,41.2796202,69.1989247,bus
Shuhrat do'koni,,41.2779956,69.1972079,bus
Shuhrat do'koni,,41.2783607,69.1985814,bus
МЕТРО МИНОР,,41.326278,69.283083,bus
Issiqlik kombinati,,41.3771585,69.3209489,bus
Nuroniy oromgoxi,,41.3797638,69.3171687,bus
Yunusobod mavzesi 2-daha,,41.358889,69.2890205,bus
Д2,,41.3590043,69.2893942,bus
Issiqlik kombinati,,41.377516,69.3209844,bus
G'ofur G'ulom ko'chasi,,41.3770252,69.3127578,bus
Choponata maxalasi,,41.2916261,69.1935105,bus
Choponata maxalasi,,41.2913762,69.1923537,bus
Ko'rlar jamiyati madaniyat saroyi,,41.2924934,69.1987841,bus
Ko'rlar jamiyati madaniyat saroyi,,41.2926949,69.1989124,bus
Катартал,,41.2868823,69.2061966,bus
"Оптовый ""Катартал""",,41.2928553,69.21253,bus
"3 квартал, Муким-Чиланзарская",,41.2877096,69.2286711,bus
Текстиль,,41.2789673,69.2467031,bus
Janubiy vokzal,,41.2593912,69.2244025,bus
Darxon maydoni,,41.329817,69.3052493,bus
,,41.3238735,69.3035418,bus
Qo'yliq markaz 3,,41.2411579,69.3288299,bus
Chorsu bozori,,41.3255713,69.2311303,bus
Автомобильная стоянка,,41.2834802,69.1736109,bus
144-sonli maktab,,41.283225,69.2371485,bus
144-sonli maktab,,41.2831551,69.2377458,bus
Bogʻiboʻston koʻchasi,,41.2633666,69.2223374,bus
173-sonli maktab,,41.2940054,69.2204492,bus
Operetta teatri,,41.2850628,69.2079857,bus
Darxon maydoni,,41.3293802,69.3055865,bus
,,41.3051559,69.3822525,bus
,,41.3051383,69.3831201,bus
Махалля Бахор,,41.2957056,69.391309,bus
Пос. Тузель,,41.3032721,69.3999596,bus
"Автовокзал ""Ташкент""",,41.2567394,69.1927868,bus
Shirin ko'chasi,,41.285276,69.1704842,bus
,,41.3086805,69.3566301,bus
Автобусная Остановка,,41.3508909,69.3179872,bus
"Магазин ""Жемчуг""",,41.3034095,69.2679911,bus
Oybek metrosi,,41.2984831,69.2724319,bus
А билимгох,,41.3320827,69.2692187,bus
,,41.352064,69.2772491,bus
,,41.360219,69.3030363,bus
G'ayratiy ko'chasi,,41.3575137,69.2728569,bus
Yunusobod dehqon bozori,,41.3642053,69.2887037,bus
Универсам,,41.3347878,69.370219,bus
Лицей,,41.3384508,69.3783152,bus
Школа интернат,,41.3391528,69.3703424,bus
Академия милиции,,41.3291924,69.362485,bus
Улица Хушхаво,,41.3270311,69.3583416,bus
Улица Газалкент,,41.3287159,69.3550417,bus
Улица Газалкент,,41.3282119,69.3539132,bus
Институт санитарии,,41.3210893,69.3427078,bus
Chilonzor dahasi 25-mavze,,41.2806053,69.1702766,bus
Mustaqillik maydoni,,41.3183783,69.2714805,bus
Урда,,41.320117,69.2666637,bus
Урда,,41.3200593,69.2661997,bus
Дворец искусств,,41.3209164,69.2574922,bus
Saodat savdo markazi,,41.2844458,69.2537749,bus
Куприк бекати,,41.3862336,69.2147017,bus
,,41.3723341,69.1922093,bus
Шахристон метроси,,41.354464,69.2882792,bus
Uchtepa hokimiyati,,41.2945519,69.1771449,bus
Uchtepa hokimiyati,,41.2943449,69.1771104,bus
,,41.349135,69.3209188,bus
,,41.3591017,69.3044178,bus
,,41.2715426,69.2380399,bus
Shtab,,41.3218882,69.1794564,bus
Центр Мать и Дитя,,41.3151945,69.1623722,bus
Beruniy maydoni,,41.3382738,69.208471,bus
,,41.3186296,69.1707645,bus
,,41.3186556,69.1713407,bus
,,41.3203219,69.1750671,bus
,,41.3204312,69.1759259,bus
,,41.3163,69.1651772,bus
,,41.3163474,69.1648219,bus
,,41.3224476,69.1909033,bus
Xalqlar Doʻstligi metro bekati,,41.3116551,69.2440623,bus
Полтавская,,41.3118371,69.1936159,bus
Пионерлагерь старт,,41.3079413,69.1935447,bus
Пионерлагерь старт,,41.3082567,69.1937435,bus
Посольство Республики Казахстан,,41.3295171,69.2571284,bus
оптовый рынок Сергили,,41.2121301,69.2714353,bus
Xalqlar Doʻstligi metro bekati,,41.3124235,69.2389122,bus
Коммунизм,,41.3610151,69.2252897,bus
,,41.3024061,69.2796735,bus
Сада бекати,,41.2969203,69.0971598,bus
Райсентр (Эшонгузар),,41.2549739,69.157043,bus
Абу Сахий (Тошкент Савдо Маркази),,41.2444849,69.1660042,bus
Бек барака савдо комплекси,,41.2434932,69.1656962,bus
Shokir kanali,,41.2176103,69.210863,bus
Назарбек мост,,41.3056263,69.152134,bus
Назарбек,,41.3070592,69.1364014,bus
Пушкин,,41.3040543,69.1262928,bus
Сапура,,41.3015895,69.1139626,bus
Jarrohlik markazi,,41.2707303,69.2107061,bus
Farhod bozori,,41.2870897,69.1870055,bus
Заготовительная контора,,41.3902589,69.2264929,bus
Заготовительная контора,,41.3896395,69.2267853,bus
,,41.2825643,69.213254,bus
Chilonzor 3-mavzesi,,41.2876739,69.2304441,bus
Жомий Майдони,,41.3546032,69.2536714,bus
,,41.3468246,69.2676219,bus
Такси Нукус,,41.2470605,69.1645307,bus
Такси до города Нукус,,41.2447888,69.1661437,bus
,,41.2441488,69.2566723,bus
Obod mahallasi,,41.2443006,69.2656875,bus
Qo'yliq dahasi 5-mavze,,41.2441965,69.2940934,bus
Suvsoz Nazarbek,,41.3483117,69.3161898,bus
Поликлиника № 10,,41.2173979,69.2192806,bus
Марказ 6-даха,,41.3289244,69.2739823,bus
,,41.3338474,69.263645,bus
,,41.3312371,69.2631657,bus
,,41.326291,69.2642373,bus
,,41.3353475,69.2650636,bus
,,41.3388023,69.2685603,bus
Ko'rlar jamiyati madaniyat saroyi,,41.2935577,69.196794,bus
,,41.3430737,69.2733083,bus
,,41.3430981,69.274151,bus
Chilonzor dahasi 9-mavze,,41.2859641,69.2062458,bus
Chilonzor IIB,,41.2884137,69.2024548,bus
Музей им. А. Навоий,,41.3218816,69.2475964,bus
АЁҚШ,,41.3159521,69.2327494,bus
Oybek uy muzeyi,,41.3423049,69.272965,bus
САДА,,41.2957955,69.0965987,bus
5- стомотология шифохонаси,,41.3329394,69.2925349,bus
,,41.3331072,69.2922897,bus
Тарнов бозори,,41.293777,69.0919372,bus
,,41.3087363,69.3572371,bus
,,41.3140317,69.2361472,bus
Остановка Алмазарский филиал Asia Alliance Bank,,41.3486596,69.2524582,bus
Туберкулёзная,,41.3018962,69.1936727,bus
Туберкулёзная,,41.3020082,69.1940595,bus
1-shahar shifoxonasi,,41.3223047,69.2205177,bus
Taxi Bukhara,,41.2584735,69.1944315,bus
Yunusobod dahasi 14-mavze,,41.3682022,69.3051719,bus
PMI klinikasi,,41.3630378,69.3332838,bus
Maishiy xizmat uyi,,41.3435385,69.3444223,bus
Аллон маҳалласи,,41.3395318,69.2198158,bus
Масжид,,41.3399147,69.2201672,bus
16 йиллик Бекати Янги,,41.3703126,69.1893235,bus
Pochta bekati (Zaytun Evos),,41.2529071,69.3223383,bus
"""Синтетика"" магазин",,41.2885468,69.2079683,bus
89 автобус охири,,41.3340026,69.375485,bus
Ko'rlar jamiyati madaniyat saroyi,,41.2942406,69.198706,bus
Катартал,,41.2855959,69.204615,bus
,,41.2685601,69.2002417,bus
Сада к12,,41.2967229,69.0974348,bus
,,41.3060201,69.3369837,bus
Автобусная остановка,,41.3285986,69.2137969,bus
Автобусная остановка,,41.3296255,69.2153686,bus
Eshonguzar bozori,,41.2558501,69.1575651,bus
Райцентр,,41.2520592,69.1542329,bus
Райцентр,,41.2518223,69.1540783,bus
Mirzo Ulug'bek metro bekati,,41.281334,69.213252,bus
Novza metro bekati,,41.2913088,69.2246785,bus
Chimyon do'koni,,41.3496469,69.3513169,bus
,,41.3130958,69.369678,bus
,,41.3131981,69.3702954,bus
,,41.3151619,69.3749913,bus
,,41.3152859,69.3755698,bus
,,41.3208759,69.3924015,bus
,,41.3208818,69.391767,bus
,,41.3218411,69.3982283,bus
,,41.321843,69.3975841,bus
,,41.2812848,69.210932,bus
Farhod bozori,,41.2859067,69.1865615,bus
,,41.3069475,69.3465147,bus
,,41.3069131,69.3471905,bus
,,41.2783676,69.2171393,bus
Chilonzor dahasi 24-mavze,,41.2812615,69.1798837,bus
ABD,,41.2550748,69.1234525,bus
,,41.3054144,69.3406387,bus
Текстиль комбинат,,41.2758201,69.2447609,bus
,,41.3143293,69.2359369,bus
Beltepa 7-tor ko'chasi,,41.3422511,69.1772812,bus
Masjid,,41.3502277,69.1872677,bus
Tongi bog‘bonchilik xo‘jaligi,,41.3483278,69.197357,bus
Navro'z baxt uyi,,41.3089231,69.2431231,bus
Next savdo markazi,,41.2973283,69.2503372,bus
Issiqlik elektr markazi,,41.2775851,69.2573635,bus
Obirahmat mahallasi,,41.2524937,69.2525967,bus
Qumariq mahallasi,,41.2499448,69.2565614,bus
Paxtachi koʻchasi,,41.3487488,69.1946325,bus
театр Мукимий,,41.3056685,69.246429,bus
Yakkasaroy TIIB,,41.2742022,69.2589015,bus
NBU,,41.3072361,69.2541499,bus
Alisher Navoiy muzeyi,,41.3177777,69.2542327,bus
,,41.3199388,69.2541488,bus
Milliy Akademik Teatr,,41.321762,69.2443216,bus
Hadra Maydoni,,41.3210417,69.2419633,bus
Chorsu Mehmonxonasi,,41.3214099,69.2356769,bus
,,41.319281,69.2267481,bus
,,41.3293264,69.1896589,bus
Поворот,,41.3883106,69.3602474,bus
Поворот,,41.3886458,69.3601524,bus
Nukus ko'chasi,,41.300786,69.2900324,bus
,,41.3201684,69.3077327,bus
,,41.3111078,69.2583523,bus
,,41.3112476,69.2544413,bus
Botkin ko'chasi,,41.3075841,69.3103382,bus
Politologiya instituti,,41.3242388,69.3245498,bus
Sayohat mehmonxonasi,,41.3267745,69.3340529,bus
Давлат консерваторияси,,41.3152015,69.2539859,bus
Монумент мужества,,41.3218917,69.2724822,bus
Webster University in Tashkent,,41.3206284,69.2616951,bus
Oʻzbekiston metrosi,,41.3120859,69.2536221,bus
,,41.2416181,69.1982555,bus
Chorsu bozori,,41.3258444,69.2325234,bus
,,41.3207093,69.2259773,bus
,,41.3326599,69.230064,bus
Аллон маҳалласи,,41.340784,69.2152081,bus
,,41.3308257,69.2324199,bus
Школа №111,,41.3384274,69.2236015,bus
,,41.3334115,69.2293391,bus
Buyuk Ipak Yo'li metro bekati,,41.3263251,69.3294797,bus
AYOQSH,,41.3730038,69.3093538,bus
,,41.2186176,69.1982119,bus
Макаронка,,41.2728163,69.1832564,bus
Макаронка,,41.2728945,69.1832251,bus
,,41.3593475,69.2895029,bus
Хиёбон бекати,,41.416961,69.1798516,bus
,,41.3167015,69.1930618,bus
Buyuk Ipak Yo'li metro bekati,,41.3277564,69.3283084,bus
Qo'yliq dahasi 7-mavze,,41.2442144,69.2686008,bus
Farg'ona bozori,,41.2736963,69.3102942,bus
,,41.3482581,69.2784695,bus
,,41.3414276,69.3001389,bus
,,41.3147195,69.1540092,bus
119-sonli maktab,,41.3408491,69.2482113,bus
Yotoqxona,,41.3577805,69.3824252,bus
Feruza daxasi,,41.354774,69.3636964,bus
6-sonli tug'ruqxona,,41.3098987,69.2869076,bus
12-sonli mavze,,41.354423,69.3741626,bus
Eski Juva maydoni,,41.3295993,69.2400938,bus
,,41.3276506,69.2461301,bus
46 поликлиника,,41.3070934,69.2179991,bus
Колледж гостиничного хозяйства,,41.3047906,69.2151729,bus
,,41.1639364,69.2730612,bus
,,41.1637379,69.27468,bus
,,41.1782734,69.3005681,bus
,,41.1786775,69.3018774,bus
Авиасозлар 4 кв,,41.293715,69.3473941,bus
Авиасозлар 4 кв,,41.2934149,69.3474741,bus
Ул. Икрамова,,41.2742787,69.3430425,bus
Аптека,,41.3002463,69.3470203,bus
Проходная,,41.3502521,69.3895079,bus
Детский сад №15,,41.289938,69.3147876,bus
Gulirayhon ko'chasi,,41.3500247,69.3740969,bus
Gulirayhon ko'chasi,,41.3498148,69.3738053,bus
,,41.3559398,69.3090905,bus
Asbobsozlik zavodi,,41.3536649,69.2991232,bus
Шахристанская,,41.3517187,69.2879876,bus
,,41.3512176,69.2886586,bus
NBU,,41.3084853,69.2566958,bus
